name=Abbeville, state=LA, zip=12446
name=Brunswick, state=ME, zip=15175
name=Brunswick, state=NY, zip=11941
name=Brunswick, state=OH, zip=34604
name=Brushy Creek, state=SC, zip=21300
name=Brushy Creek, state=TX, zip=21764
name=Bryan, state=OH, zip=8473
name=Bryan, state=TX, zip=80913
name=Bryans Road, state=MD, zip=7244
name=Bryant, state=AR, zip=19625
name=Bryantown, state=MD, zip=14627
name=Bryn Mawr-Skyway, state=WA, zip=15645
name=Buchanan, state=WI, zip=6755
name=Buckeye, state=AZ, zip=59470
name=Buckeystown, state=MD, zip=7153
name=Buckhall, state=VA, zip=16293
name=Bucyrus, state=OH, zip=11973
name=Buda, state=TX, zip=11461
name=Budd Lake, state=NJ, zip=8968
name=Buechel, state=KY, zip=7457
name=Buena Park, state=CA, zip=83105
name=Buena Vista, state=MI, zip=6816
name=Buena Vista, state=VA, zip=6603
name=Buenaventura Lakes, state=FL, zip=26079
name=Buffalo Grove, state=IL, zip=41701
name=Buffalo, state=MN, zip=15912
name=Buffalo, state=NY, zip=258703
name=Buford, state=GA, zip=13392
name=Bull Mountain, state=OR, zip=9133
name=Bull Run, state=VA, zip=14983
name=Bullhead City, state=AZ, zip=39364
name=Burbank, state=CA, zip=105368
name=Burbank, state=IL, zip=29218
name=Burien, state=WA, zip=50188
name=Burkburnett, state=TX, zip=11142
name=Burke Centre, state=VA, zip=17326
name=Burke, state=VA, zip=41055
name=Burleson, state=TX, zip=41818
name=Burley, state=ID, zip=10480
name=Burlingame, state=CA, zip=30298
name=Burlington, state=CT, zip=9301
name=Burlington, state=IA, zip=25539
name=Burlington, state=KY, zip=15926
name=Burlington, state=MA, zip=24498
name=Burlington, state=NC, zip=51812
name=Burlington, state=NJ, zip=9799
name=Burlington, state=VT, zip=42211
name=Burlington, state=WA, zip=8568
name=Burlington, state=WI, zip=10541
name=Burnet, state=TX, zip=6138
name=Burnsville, state=MN, zip=61630
name=Burr Ridge, state=IL, zip=10761
name=Burrillville, state=RI, zip=15955
name=Burton, state=MI, zip=28974
name=Burton, state=SC, zip=6976
name=Burtonsville, state=MD, zip=8323
name=Busti, state=NY, zip=7351
name=Butler, state=NJ, zip=7690
name=Butler, state=PA, zip=13369
name=Butner, state=NC, zip=7718
name=Butte, state=MT, zip=31633
name=Butte-Silver Bow, state=MT, zip=33980
name=Buxton, state=ME, zip=8034
name=Byram, state=MS, zip=11556
name=Cabot, state=AR, zip=25627
name=Cadillac, state=MI, zip=10335
name=Cahokia, state=IL, zip=14588
name=Cairo, state=GA, zip=9806
name=Calabasas, state=CA, zip=24296
name=Calapooia, state=OR, zip=14947
name=Caldwell, state=ID, zip=50224
name=Caldwell, state=NJ, zip=7362
name=Caledonia, state=WI, zip=24708
name=Calera, state=AL, zip=12972
name=Calexico, state=CA, zip=39799
name=Calhoun, state=GA, zip=16052
name=Calhoun-Riceville, state=TN, zip=6863
name=California City, state=CA, zip=13263
name=California, state=MD, zip=11857
name=California, state=PA, zip=6678
name=Calimesa, state=CA, zip=8423
name=Calipatria, state=CA, zip=7519
name=Callaway, state=FL, zip=15006
name=Calumet City, state=IL, zip=37213
name=Calumet Park, state=IL, zip=7903
name=Calverton, state=MD, zip=17724
name=Calverton, state=NY, zip=6510
name=Camano, state=WA, zip=15021
name=Camarillo, state=CA, zip=66923
name=Camas, state=WA, zip=21220
name=Cambria, state=CA, zip=6032
name=Cambridge, state=MA, zip=109694
name=Cambridge, state=MD, zip=12569
name=Cambridge, state=MN, zip=8323
name=Cambridge, state=OH, zip=10485
name=Camden, state=AR, zip=11569
name=Camden, state=NJ, zip=77332
name=Camden, state=SC, zip=7030
name=Cameron Park, state=CA, zip=18228
name=Cameron Park, state=TX, zip=6963
name=Cameron, state=MO, zip=9762
name=Camp Hill, state=PA, zip=7892
name=Camp Pendleton South, state=CA, zip=10616
name=Camp Springs, state=MD, zip=19096
name=Camp Swift, state=TX, zip=6383
name=Camp Verde, state=AZ, zip=11097
name=Campbell, state=CA, zip=41119
name=Campbell, state=OH, zip=8033
name=Campbellsville, state=KY, zip=11282
name=Campton Hills, state=IL, zip=11317
name=Campton, state=GA, zip=6920
name=Canal Winchester, state=OH, zip=7704
name=Canandaigua, state=NY, zip=10488
name=Canby, state=OR, zip=17010
name=Candler-McAfee, state=GA, zip=23025
name=Canfield, state=OH, zip=7390
name=Cannonsburg, state=KY, zip=7592
name=Canon City, state=CO, zip=16337
name=Canonsburg, state=PA, zip=8924
name=Canton, state=CT, zip=10292
name=Canton, state=GA, zip=24801
name=Canton, state=IL, zip=14307
name=Canton, state=MA, zip=21561
name=Canton, state=MI, zip=73490
name=Canton, state=MS, zip=13713
name=Canton, state=NY, zip=6601
name=Canton, state=OH, zip=72297
name=Cantonment, state=FL, zip=44893
name=Canutillo, state=TX, zip=6321
name=Canyon Lake, state=CA, zip=11010
name=Canyon Lake, state=TX, zip=21262
name=Canyon Rim, state=UT, zip=11601
name=Canyon, state=TX, zip=14432
name=Cape Canaveral, state=FL, zip=10049
name=Cape Coral, state=FL, zip=169854
name=Cape Elizabeth, state=ME, zip=9015
name=Cape Girardeau, state=MO, zip=39167
name=Cape St. Claire, state=MD, zip=8747
name=Capitola, state=CA, zip=10146
name=Carbondale, state=CO, zip=6574
name=Carbondale, state=IL, zip=26324
name=Carbondale, state=PA, zip=8758
name=Carencro, state=LA, zip=8453
name=Caribou, state=ME, zip=7871
name=Carl Junction, state=MO, zip=7660
name=Carlisle, state=PA, zip=18916
name=Carlsbad, state=CA, zip=112299
name=Carlsbad, state=NM, zip=28103
name=Carlstadt, state=NJ, zip=6248
name=Carmel Hamlet, state=NY, zip=6817
name=Carmel Valley, state=CA, zip=6266
name=Carmel, state=CA, zip=15677
name=Carmel, state=IN, zip=86682
name=Carmel, state=NY, zip=34305
name=Carmichael, state=CA, zip=61762
name=Carnegie, state=PA, zip=7912
name=Carney, state=MD, zip=29941
name=Carneys Point, state=NJ, zip=7382
name=Carnot-Moon, state=PA, zip=11372
name=Carol City, state=FL, zip=64569
name=Carol Stream, state=IL, zip=40349
name=Carolina Beach, state=NC, zip=6042
name=Carpentersville, state=IL, zip=38407
name=Carpinteria Valley, state=CA, zip=19142
name=Carpinteria, state=CA, zip=13671
name=Carrboro, state=NC, zip=20984
name=Carroll, state=IA, zip=10007
name=Carrollton, state=GA, zip=26690
name=Carrollton, state=MI, zip=6352
name=Carrollton, state=TX, zip=128353
name=Carrollwood, state=FL, zip=33365
name=Carson City, state=NV, zip=54522
name=Carson, state=CA, zip=93271
name=Carteret, state=NJ, zip=24114
name=Carters Lake, state=GA, zip=7684
name=Cartersville, state=GA, zip=20015
name=Carthage, state=MO, zip=14271
name=Carthage, state=TX, zip=6822
name=Carver, state=MA, zip=11509
name=Cary, state=IL, zip=17991
name=Cary, state=NC, zip=155227
name=Casa Grande, state=AZ, zip=51478
name=Casa de Oro-Mount Helix, state=CA, zip=18762
name=Casas Adobes, state=AZ, zip=66795
name=Cascade-Fairwood, state=WA, zip=36930
name=Cascades, state=VA, zip=11912
name=Casey Springs, state=GA, zip=6188
name=Casper, state=WY, zip=60086
name=Casselberry, state=FL, zip=26707
name=Castaic, state=CA, zip=19015
name=Castle Pines North, state=CO, zip=10602
name=Castle Pines, state=CO, zip=10796
name=Castle Rock, state=CO, zip=55747
name=Castle Shannon, state=PA, zip=8273
name=Castlewood, state=CO, zip=28255
name=Castro Valley, state=CA, zip=61388
name=Castroville, state=CA, zip=6481
name=Catalina Foothills, state=AZ, zip=50796
name=Catalina, state=AZ, zip=7569
name=Catasauqua, state=PA, zip=6512
name=Cathedral City, state=CA, zip=53437
name=Catonsville, state=MD, zip=41567
name=Catoosa Springs, state=GA, zip=7509
name=Catoosa, state=OK, zip=7114
name=Cave Spring, state=VA, zip=24922
name=Cayce, state=SC, zip=12951
name=Cedar City, state=UT, zip=29483
name=Cedar Creek Lake, state=TX, zip=36825
name=Cedar Creek-Red Rock, state=TX, zip=21132
name=Cedar Falls, state=IA, zip=40859
name=Cedar Grove, state=NJ, zip=11940
name=Cedar Hill, state=TX, zip=48084
name=Cedar Hills, state=OR, zip=8300
name=Cedar Hills, state=UT, zip=10261
name=Cedar Lake, state=IN, zip=11854
name=Cedar Mill, state=OR, zip=14546
name=Cedar Park, state=TX, zip=63574
name=Cedar Rapids, state=IA, zip=129195
name=Cedarburg, state=WI, zip=11506
name=Cedarhurst, state=NY, zip=6672
name=Cedars, state=TN, zip=15507
name=Cedartown, state=GA, zip=9723
name=Celebration, state=FL, zip=7427
name=Celina, state=OH, zip=10373
name=Celina, state=TX, zip=7086
name=Centennial, state=CO, zip=107201
name=Center Line, state=MI, zip=8316
name=Center Moriches, state=NY, zip=7580
name=Center Point, state=AL, zip=16777
name=Centereach, state=NY, zip=31578
name=Centerton, state=AR, zip=11193
name=Centerville, state=GA, zip=7584
name=Centerville, state=OH, zip=23915
name=Centerville, state=SC, zip=6586
name=Centerville, state=UT, zip=16819
name=Central Atoka, state=OK, zip=8598
name=Central Coast, state=CA, zip=238434
name=Central Colusa, state=CA, zip=10807
name=Central Contra Costa, state=CA, zip=486883
name=Central Falls, state=RI, zip=19328
name=Central Islip, state=NY, zip=34450
name=Central Jefferson, state=CO, zip=24039
name=Central Kent, state=DE, zip=21857
name=Central Manchester, state=CT, zip=31154
name=Central Pasco, state=FL, zip=69995
name=Central Pencader, state=DE, zip=33750
name=Central Point, state=OR, zip=17724
name=Central Shasta, state=CA, zip=11467
name=Central Volusia, state=FL, zip=24310
name=Central Whidbey, state=WA, zip=12168
name=Central, state=LA, zip=28119
name=Centralia, state=IL, zip=12742
name=Centralia, state=WA, zip=16623
name=Centreville, state=VA, zip=71135
name=Century Village, state=FL, zip=8483
name=Ceres, state=CA, zip=47343
name=Cerritos, state=CA, zip=50004
name=Chalco, state=NE, zip=10994
name=Chalmette, state=LA, zip=16751
name=Chambersburg, state=PA, zip=20602
name=Chamblee, state=GA, zip=16112
name=Champaign, state=IL, zip=84513
name=Champion Heights, state=OH, zip=6498
name=Champlin, state=MN, zip=23828
name=Chance-Loeb, state=TX, zip=14876
name=Chandler, state=AZ, zip=254276
name=Chanhassen, state=MN, zip=24967
name=Channahon, state=IL, zip=12616
name=Channelview, state=TX, zip=38289
name=Chantilly, state=VA, zip=23039
name=Chanute, state=KS, zip=9295
name=Chaparral, state=NM, zip=14631
name=Chapel Hill, state=NC, zip=59376
name=Charles City, state=IA, zip=7513
name=Charleston, state=IL, zip=21838
name=Charleston, state=SC, zip=130113
name=Charleston, state=WV, zip=50404
name=Charlestown, state=IN, zip=8054
name=Charlestown, state=RI, zip=7827
name=Charlotte, state=MI, zip=9056
name=Charlotte, state=NC, zip=809958
name=Charlottesville, state=VA, zip=45593
name=Charlton, state=MA, zip=12981
name=Charter Oak, state=CA, zip=9310
name=Chaska, state=MN, zip=24838
name=Chatham, state=IL, zip=12212
name=Chatham, state=NJ, zip=9022
name=Chattanooga, state=TN, zip=173778
name=Cheat Lake, state=WV, zip=7988
name=Cheektowaga, state=NY, zip=75178
name=Chehalem Mountain, state=OR, zip=6472
name=Chehalis, state=WA, zip=7261
name=Chelmsford, state=MA, zip=33802
name=Chelsea, state=AL, zip=11758
name=Chelsea, state=MA, zip=38861
name=Chenango, state=NY, zip=11252
name=Cheney, state=WA, zip=11420
name=Cherry Creek, state=CO, zip=11120
name=Cherry Hill Mall, state=NJ, zip=14171
name=Cherry Hill, state=VA, zip=16000
name=Cherry Hills Village, state=CO, zip=6423
name=Cherry Valley, state=CA, zip=6362
name=Cherryland, state=CA, zip=14728
name=Chesapeake Ranch Estates, state=MD, zip=10519
name=Chesapeake Ranch Estates-Drum Point, state=MD, zip=13485
name=Chesapeake, state=VA, zip=233371
name=Cheshire, state=CT, zip=29261
name=Chestatee, state=GA, zip=15214
name=Chester, state=IL, zip=8421
name=Chester, state=PA, zip=34133
name=Chester, state=VA, zip=20987
name=Chesterfield, state=MO, zip=47777
name=Chesterton, state=IN, zip=13403
name=Chestnut Ridge, state=NY, zip=8140
name=Cheval, state=FL, zip=10702
name=Cheverly, state=MD, zip=6449
name=Cheviot, state=OH, zip=8325
name=Cheyenne Mountain, state=CO, zip=9773
name=Cheyenne, state=WY, zip=62845
name=Chicago Heights, state=IL, zip=30436
name=Chicago Ridge, state=IL, zip=14434
name=Chicago, state=IL, zip=2722389
name=Chickasha, state=OK, zip=16334
name=Chico, state=CA, zip=89180
name=Chicopee, state=MA, zip=55795
name=Childress, state=TX, zip=6092
name=Chilhowee, state=TN, zip=14680
name=Chili, state=NY, zip=28625
name=Chillicothe, state=IL, zip=6135
name=Chillicothe, state=MO, zip=9504
name=Chillicothe, state=OH, zip=21738
name=Chillum, state=MD, zip=33513
name=Chino Hills, state=CA, zip=77005
name=Chino Valley, state=AZ, zip=11019
name=Chino, state=CA, zip=84723
name=Chippewa Falls, state=WI, zip=13965
name=Choctaw, state=OK, zip=11992
name=Chowchilla, state=CA, zip=18909
name=Christiana, state=TN, zip=9830
name=Christiansburg, state=VA, zip=21805
name=Chubbuck, state=ID, zip=14229
name=Chuckwalla, state=CA, zip=14948
name=Chula Vista, state=CA, zip=260988
name=Church Hill, state=TN, zip=6752
name=Cibolo, state=TX, zip=25280
name=Cicero, state=IL, zip=84354
name=Cicero, state=NY, zip=31632
name=Cimarron Hills, state=CO, zip=16161
name=Cincinnati, state=OH, zip=298165
name=Cinco Ranch, state=TX, zip=18274
name=Circleville, state=OH, zip=13455
name=Citrus Heights, state=CA, zip=86145
name=Citrus Hills, state=FL, zip=7470
name=Citrus Park, state=FL, zip=24252
name=Citrus Park-Fern Lake, state=FL, zip=117103
name=Citrus Ridge, state=FL, zip=14195
name=Citrus Springs, state=FL, zip=8622
name=Citrus, state=CA, zip=10866
name=City of The Dalles, state=OR, zip=12113
name=Claiborne, state=LA, zip=11507
name=Clairton, state=PA, zip=6720
name=Clanton, state=AL, zip=8727
name=Claremont, state=CA, zip=36054
name=Claremont, state=NH, zip=13074
name=Claremore, state=OK, zip=18971
name=Clarence, state=NY, zip=30673
name=Clarendon Hills, state=IL, zip=8658
name=Clark, state=NJ, zip=14501
name=Clark, state=NV, zip=65029
name=Clarksburg, state=MD, zip=13766
name=Clarksburg, state=WV, zip=16242
name=Clarksdale, state=MS, zip=17011
name=Clarkson, state=NY, zip=6736
name=Clarkston Heights-Vineland, state=WA, zip=6326
name=Clarkston, state=GA, zip=7846
name=Clarkston, state=WA, zip=7359
name=Clarkstown, state=NY, zip=84187
name=Clarksville, state=AR, zip=9391
name=Clarksville, state=IN, zip=21879
name=Clarksville, state=TN, zip=146806
name=Claverack, state=NY, zip=6021
name=Clawson, state=MI, zip=12049
name=Clay, state=AL, zip=9700
name=Clay, state=NY, zip=58206
name=Claymont, state=DE, zip=8253
name=Clayton, state=CA, zip=11690
name=Clayton, state=MO, zip=15882
name=Clayton, state=NC, zip=18445
name=Clayton, state=NJ, zip=8307
name=Clayton, state=OH, zip=13170
name=Clear Lake, state=IA, zip=7682
name=Clearfield, state=PA, zip=6064
name=Clearfield, state=UT, zip=30484
name=Clearlake, state=CA, zip=15089
name=Clearwater, state=FL, zip=110703
name=Cleburne, state=TX, zip=29848
name=Clemmons, state=NC, zip=19522
name=Clemson, state=SC, zip=15072
name=Clermont, state=FL, zip=30600
name=Cleveland Heights, state=OH, zip=45181
name=Cleveland, state=MS, zip=12412
name=Cleveland, state=OH, zip=389521
name=Cleveland, state=TN, zip=43182
name=Cleveland, state=TX, zip=7745
name=Clewiston, state=FL, zip=7376
name=Cliffside Park, state=NJ, zip=25503
name=Clifton Heights, state=PA, zip=6668
name=Clifton Park, state=NY, zip=36705
name=Clifton, state=CO, zip=19889
name=Clifton, state=NJ, zip=85927
name=Clinton, state=IA, zip=26246
name=Clinton, state=IL, zip=7078
name=Clinton, state=MA, zip=7389
name=Clinton, state=MD, zip=35970
name=Clinton, state=MO, zip=9015
name=Clinton, state=MS, zip=25411
name=Clinton, state=NC, zip=8787
name=Clinton, state=OK, zip=9505
name=Clinton, state=SC, zip=8619
name=Clinton, state=TN, zip=9889
name=Clinton, state=UT, zip=21104
name=Clive, state=IA, zip=17052
name=Cloquet, state=MN, zip=12081
name=Closter, state=NJ, zip=8592
name=Clover Creek, state=WA, zip=6522
name=Cloverdale, state=AL, zip=6209
name=Cloverdale, state=CA, zip=8796
name=Cloverdale-Geyserville, state=CA, zip=12805
name=Cloverleaf, state=TX, zip=22942
name=Cloverly, state=MD, zip=15126
name=Clovis, state=CA, zip=102189
name=Clovis, state=NM, zip=39860
name=Clute, state=TX, zip=11392
name=Clyde, state=OH, zip=6312
name=Coachella Valley, state=CA, zip=156830
name=Coachella, state=CA, zip=44132
name=Coalinga, state=CA, zip=16452
name=Coast Range, state=OR, zip=9013
name=Coatesville, state=PA, zip=13164
name=Cochituate, state=MA, zip=6569
name=Cockeysville, state=MD, zip=20776
name=Cocoa Beach, state=FL, zip=11400
name=Cocoa, state=FL, zip=17419
name=Coconino, state=AZ, zip=81338
name=Coconut Creek, state=FL, zip=58536
name=Cody, state=WY, zip=9740
name=Coeur d'Alene, state=ID, zip=47912
name=Coffeyville, state=KS, zip=9876
name=Cohasset, state=MA, zip=7542
name=Cohoes, state=NY, zip=16212
name=Colbert, state=WA, zip=10222
name=Colchester, state=CT, zip=16068
name=Colchester, state=VT, zip=17067
name=Cold Spring, state=KY, zip=6161
name=Cold Springs, state=NV, zip=8544
name=Coldwater, state=MI, zip=10811
name=Colesville, state=MD, zip=14647
name=Colfax-Summit, state=CA, zip=24007
name=College Park, state=GA, zip=14598
name=College Park, state=MD, zip=32256
name=College Place, state=WA, zip=8997
name=College Station, state=TX, zip=103483
name=College, state=AK, zip=12964
name=Collegedale, state=TN, zip=10729
name=Colleyville, state=TX, zip=24952
name=Collier Manor-Cresthaven, state=FL, zip=8287
name=Collierville, state=TN, zip=48655
name=Collingdale, state=PA, zip=8797
name=Collingswood, state=NJ, zip=13962
name=Collins, state=NY, zip=6601
name=Collinsville, state=IL, zip=24883
name=Collinsville, state=OK, zip=6334
name=Collinsville, state=VA, zip=7335
name=Colonia, state=NJ, zip=17795
name=Colonial Heights, state=TN, zip=6934
name=Colonial Heights, state=VA, zip=17731
name=Colonial Park, state=PA, zip=13229
name=Colonie, state=NY, zip=7913
name=Colony, state=TX, zip=44421
name=Colorado Springs, state=CO, zip=445830
name=Colton, state=CA, zip=54053
name=Columbia City, state=IN, zip=8829
name=Columbia Heights, state=MN, zip=19675
name=Columbia, state=IL, zip=10121
name=Columbia, state=MD, zip=99615
name=Columbia, state=MO, zip=116906
name=Columbia, state=MS, zip=6319
name=Columbia, state=PA, zip=10383
name=Columbia, state=SC, zip=132067
name=Columbia, state=TN, zip=36071
name=Columbiana, state=OH, zip=6329
name=Columbine, state=CO, zip=24280
name=Columbus, state=GA, zip=185888
name=Columbus, state=IN, zip=46124
name=Columbus, state=MS, zip=23248
name=Columbus, state=NE, zip=22630
name=Columbus, state=OH, zip=835957
name=Commack, state=NY, zip=36124
name=Commerce City, state=CO, zip=51762
name=Commerce, state=CA, zip=13076
name=Commerce, state=GA, zip=6580
name=Commerce, state=TX, zip=8599
name=Compton, state=CA, zip=98597
name=Comstock Park, state=MI, zip=10088
name=Concord, state=CA, zip=127522
name=Concord, state=MA, zip=17668
name=Concord, state=MO, zip=16421
name=Concord, state=NC, zip=85560
name=Concord, state=NH, zip=42444
name=Concord, state=NY, zip=8494
name=Concord, state=TN, zip=28138
name=Concord-Hopkins, state=AL, zip=7259
name=Congers, state=NY, zip=8363
name=Conley, state=GA, zip=6228
name=Conneaut, state=OH, zip=12813
